path,label
processed_train_set/6eb1857c6b4e435b81093a5aee193ff4.png,0
processed_train_set/d555ba1a3bb94e099172df2a47e659ef.png,0
processed_train_set/d7a466c3982c446c9c41a429023429a0.png,0
processed_train_set/fb3da0931f2e4f39b082f3ba4ebbb908.png,0
processed_train_set/621b666b69db46759960e23822dabb67.png,0
processed_train_set/ced3b5e4747e42d7b3400d57064353c2.png,0
processed_train_set/a896db14321945ccb1f6fe8617fe8c1f.png,0
processed_train_set/73dcd95e16734a93968f277ba4492238.png,0
processed_train_set/29e3dfdf908e40a5b2beac3145b26e21.png,0
processed_train_set/9f79f38381904c5fb1f31820c3b184e5.png,0
processed_train_set/d3b988da5b6d4cd2a68bf8eb6f41e39e.png,0
processed_train_set/3201a7b68e294320836853e4ef6be39f.png,0
processed_train_set/62b7afa5d7d844028ade00c11a2f376c.png,0
processed_train_set/889cb15f862549708123aac1fabf77aa.png,0
processed_train_set/07f74660e82c4e05b6843a7568cd3b2d.png,0
processed_train_set/f31765dd346e48a5a7531138473fac3a.png,0
processed_train_set/800323a2bc1c4cf595ca67d949dc567b.png,0
processed_train_set/179d7316b8334998943275772d5d9084.png,0
processed_train_set/9c97e252051b4d1aa3599b20f7bbb194.png,0
processed_train_set/34fa017702794e21905fbcfdff5c02de.png,0
processed_train_set/d548b3c02453430296c77e9adfb12954.png,0
processed_train_set/81ad0fd9c9994a278d52228a731b00a4.png,0
processed_train_set/d7ce6aabad2149238b93f3e9885c1953.png,0
processed_train_set/f143b43e388b4154995e99cc5557a4ec.png,0
processed_train_set/be3e583b1cea4a71a487f47911f7fc00.png,0
processed_train_set/eb0ddf3ce546400e8bd1ac20c61109fb.png,0
processed_train_set/214309bfac9d4799a5f25c04512c440a.png,0
processed_train_set/f7a5824cbb584bee8bf1b264eb64e6ea.png,0
processed_train_set/3bcf41a8fd8d458a85091657d8b414a6.png,0
processed_train_set/c0d61131cbe64af0bbb49e3fadeec06b.png,0
processed_train_set/e7aa673577e54112835b07fa4e7611e1.png,0
processed_train_set/6720d35ff8d940a1bf703a0ad29980fb.png,0
processed_train_set/6976d8e46f93498682e5194077eb9ffe.png,0
processed_train_set/d3106c29f87e44e28345aa2bab1b37cc.png,0
processed_train_set/0a8d9a43bd4144db8e3ff2eb56ed0526.png,0
processed_train_set/7b899104e521400a8b72759400f27dd9.png,2
processed_train_set/3f5b98b5efd747aebc92da8d3c092e6d.png,2
processed_train_set/af09612837cd4981af2d87c80d7f8cc4.png,2
processed_train_set/b39c2e9f6e794e919acd49bad010d768.png,2
processed_train_set/7418d2b74afb4d55a1c4cf905c6cc518.png,2
processed_train_set/b4708f8edbe34960ad52c66f63649a26.png,2
processed_train_set/1425679efacd469d883a27f8ed549f6d.png,2
processed_train_set/245fc58d42bd4ad0a1aec1620ae4bf23.png,2
processed_train_set/ba9445310135491785560e75f9e4337c.png,2
processed_train_set/0c3f9bc5d93b48429647a57c22a227a3.png,2
processed_train_set/2894f7a6d1e94b4eb4b369d2c1d36f7d.png,2
processed_train_set/318c0878cb33481f956ee285c82a5c11.png,2
processed_train_set/bc77b9f5896c4f9687e79dce0ce0abad.png,2
processed_train_set/900987bc8859454b91b0cbf7f38539f8.png,2
processed_train_set/3afe31f5479941dc8471c921b742de73.png,2
processed_train_set/c14519f7411b495ab462dff18b79f614.png,2
processed_train_set/c82e6ccafd2840dcb48df4e584fadf57.png,0
processed_train_set/b92f5efa544c4407a84b3ba224e57830.png,0
processed_train_set/96423d5e641e4449a14d8cfcbdcc6b53.png,0
processed_train_set/6b74a2b7d95740a5a1745402d3f51044.png,0
processed_train_set/029552f009ce43658bae94a683fef4f1.png,0
processed_train_set/8333691d470c475790f3e43e1acda899.png,0
processed_train_set/6e9c39c0e09c469c915348479eb478d0.png,0
processed_train_set/8f5cfb3b14274b328fd3b3bf6bd7ca77.png,0
processed_train_set/52f71bdc1145486d9b297d83f1f2f94d.png,0
processed_train_set/0f32df4e35e44afa8b570ebabb6b1ba5.png,0
processed_train_set/6589ee9ffd42499192f01708fa984e5a.png,0
processed_train_set/b62fa8c9934049f78057b472e44ea6f4.png,0
processed_train_set/a4e70e1dfa364917907051f6215a8d2a.png,0
processed_train_set/bd84002b53d1487abe1bb8418efcf5fb.png,0
processed_train_set/428bbe971fca4647b091a9d0752c43b2.png,2
processed_train_set/c112b286cc3d419f873072227e543e6c.png,0
processed_train_set/e362a6e961d7465d99a31afbd0da2eb2.png,0
processed_train_set/ba5d6c9790444d8b8c252fbec3ec57bf.png,0
processed_train_set/5c5cb1a3d17b4487aa32e4580d49878f.png,2
processed_train_set/3a7916ab16e14b09b01799df188470c1.png,0
processed_train_set/ad01c64efce64ee5af65e9e2ba10440c.png,0
processed_train_set/71efb92c94c3466a860dd8b130d0df04.png,0
processed_train_set/b44ed0b7f496405192b3e8a44411cca0.png,2
processed_train_set/0752b7a367ef441582377f0b4160c570.png,2
processed_train_set/b764f34ea495430499315a5e358ce46d.png,2
processed_train_set/2e60bba3018d4384a8423b642d5e1cc9.png,2
processed_train_set/08e242b2271c440492084c2aac315055.png,0
processed_train_set/9365a80283ea41eaa303dff80c84992f.png,2
processed_train_set/df623f4efb2647f3bd5178437a0503cf.png,2
processed_train_set/77b5c7be0b70479e9a83bd628d3db5b5.png,2
processed_train_set/a7fe6bf7dff14bf9a755f47f0b18d423.png,0
processed_train_set/823c0aa7a4fb44e780c2406b6cd8d6aa.png,0
processed_train_set/a372dc0a64f04d969e32e0f10b03908f.png,2
processed_train_set/8192caa3cbf64774b6f6551df90e5334.png,2
processed_train_set/7493964f3c1844e6a18192af55c9565d.png,2
processed_train_set/e53aa51ce8754ed4a5f421d23de26aa4.png,0
processed_train_set/4b219eab95ad4f12a05e7b9d6aa6f22d.png,0
processed_train_set/45a30c81bbba44ed8b6369b66575a5de.png,2
